http://autobuild.buildroot.org/toolchains/configs/armv5-ctng-linux-gnueabi.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/armv7-ctng-linux-gnueabihf.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/bfin-linux-uclibc.config,x86,uclibc
http://autobuild.buildroot.org/toolchains/configs/bfin-uclinux.config,x86,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-aarch64-glibc.config,x86_64,glibc
http://autobuild.buildroot.org/toolchains/configs/br-arc-full-internal.config,any,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-arcle-hs38.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-arm-basic.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-arm-cortex-a9-glibc.config,x86_64,glibc
http://autobuild.buildroot.org/toolchains/configs/br-arm-cortex-a9-musl.config,x86_64,musl
http://autobuild.buildroot.org/toolchains/configs/br-arm-cortex-m4-full.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-arm-full.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-arm-full-nothread.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-arm-full-static.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-arm-internal-full.config,any,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-bfin-full.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-i386-pentium4-full.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-i386-pentium-mmx-musl.config,x86_64,musl
http://autobuild.buildroot.org/toolchains/configs/br-m68k-5208-full.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-m68k-68040-full.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-microblazeel-full.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-microblazeel-full-internal.config,any,glibc
http://autobuild.buildroot.org/toolchains/configs/br-mips64-n64-full.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-mips32r6-el-hf-glibc.config,x86_64,glibc
http://autobuild.buildroot.org/toolchains/configs/br-mips64r6-el-hf-glibc.config,x86_64,glibc
http://autobuild.buildroot.org/toolchains/configs/br-mipsel-o32-full.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-nios2-glibc.config,x86_64,glibc
http://autobuild.buildroot.org/toolchains/configs/br-powerpc-603e-basic-cpp.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-powerpc-e500mc-full.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-powerpc-internal-full.config,any,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-sh4-full.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-sparc-uclibc.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-sparc64-glibc.config,x86_64,glibc
http://autobuild.buildroot.org/toolchains/configs/br-x86-64-core2-full.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-x86-64-musl.config,x86_64,musl
http://autobuild.buildroot.org/toolchains/configs/br-xtensa-full.config,x86_64,uclibc
http://autobuild.buildroot.org/toolchains/configs/br-xtensa-full-internal.config,any,uclibc
http://autobuild.buildroot.org/toolchains/configs/i686-ctng-linux-gnu.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/linaro-aarch64.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/linaro-arm.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/mips64el-ctng_n32-linux-gnu.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/mips64el-ctng_n64-linux-gnu.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/powerpc-ctng_e500v2-linux-gnuspe.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/sourcery-arm-armv4t.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/sourcery-arm.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/sourcery-arm-thumb2.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/sourcery-mips64.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/sourcery-mips.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/sourcery-nios2.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/sourcery-sh.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/sourcery-x86-64.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/sourcery-x86.config,x86,glibc
http://autobuild.buildroot.org/toolchains/configs/x86_64-ctng_locales-linux-gnu.config,x86,glibc
